Programme;Acronym;Project Partner;Lead Partner;Street;Postal code;Town;Country;Website;Department;Legal Status;Country code;NUTS1 (or equivalent);NUTS2 (or equivalent);NUTS3 (or equivalent)
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Live Baltic Campus;University of Turku;No;Yliopistonmäki;20014;Turku;Finland;centralbaltic.eu/projects;Brahea Centre at the University of Turku;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Live Baltic Campus;University of Latvia;No;Raina Blvd;LV 1586;Riga;Latvia;centralbaltic.eu/projects;;public;LV Latvia / LATVIJA;LV0  / LATVIJA;LV00  / Latvija;LV006  / Rīga
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Live Baltic Campus;Stockholm University;No;Svante Arrhenius väg;106 91;Stockholm;Sweden;centralbaltic.eu/projects;Stockholm Resilience Center;public;SE Sweden / SVERIGE;SE1  / ÖSTRA SVERIGE;SE11  / Stockholm;SE110  / Stockholms län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);ACUCARE;UNIVERSITY OF TARTU;No;Ülikooli;50090;Tartu;Estonia;centralbaltic.eu/projects;Institute of Social Studies, Faculty of Social Science and Education;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);ACUCARE;Tartu Health Care College;No;Nooruse;50411;Tartu;Estonia;centralbaltic.eu/projects;Health care;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FEM (Female Estonian Migrant);The Association of Estonia-Societies in Finland;No;Sörnäisten rantatie;540;Helsinki;Finland;centralbaltic.eu/projects;The Association of Estonia-Societies in Finland;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FEM (Female Estonian Migrant);Estonian Center of Southwest Finland;No;Vanha Suurtori;20500;Turku;Finland;centralbaltic.eu/projects;Estonian Center of Southwest Finland;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CROSS;Föreningen Luckan r.f.;No;Simonkatu;100;Helsinki;Finland;centralbaltic.eu/projects;Luckan Integration;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);YOUTH-SPORT-VOL;Haaga-Heelia University of Applied Sciences;No;Ratapihantie;520;Helsinki;Finland;centralbaltic.eu/projects;Vierumäki Unit;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);STARPABS;Tallinn University;No;Narva mnt 25;10120;Tallinn;Estonia;centralbaltic.eu/projects;Baltic Film and Media School, Knowledge Transfer Centre;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);STARPABS;Kymenlaakso University of Applied Sciences;No;Pääskysentie;48220;Kotka;Finland;centralbaltic.eu/projects;Leadership and Entrepreneurship;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C4  / Kymenlaakso
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);STARPABS;Stockholm School of Economics in Riga;No;Strelnieku street;LV1010;Riga;Latvia;centralbaltic.eu/projects;Entrepreneurship Support Centre;private;LV Latvia / LATVIJA;LV0  / LATVIJA;LV00  / Latvija;LV006  / Rīga
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;City of Tallinn;No;Vabaduse väljak;10146;Tallinn;Estonia;http://centralbaltic.eu/projects;Tallinn Transport Department;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;Forum Virium Helsinki Ltd;No;Unioninkatu;180;Helsinki;Finland;http://centralbaltic.eu/projects;N/A;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;Estonian Road Administration;No;Pärnu mnt;10916;Tallinn;Estonia;http://centralbaltic.eu/projects;Construction and planning department;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;City of Vantaa;No;Asematie;1300;VANTAA;Finland;http://centralbaltic.eu/projects;Business Development Services;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;ICT Demo Center;No;ITL, Lõõtsa;11415;Tallinn;Estonia;http://centralbaltic.eu/projects;Living Lab;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;City of Helsinki;No;PL 1 (Pohjois-Esplanadi);99;Helsinki;Finland;http://centralbaltic.eu/projects;Economic Development;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Harju County Government;No;Roosikrantsi;15077;Tallinn;Estonia;http://centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Estonian Ministry of Economic Affairs and Communications;No;Harju;15072;Tallinn;Estonia;http://centralbaltic.eu/projects;Transport Development and Investments Department;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Finnish Transport Agency;No;PL 33 (Opastinsilta);521;Helsinki;Finland;http://centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Union of Harju County Municipalities;No;Sirge;10618;Tallinn;Estonia;http://centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Tallinn Transport Department;No;Vabaduse Väljak;10146;Tallinn;Estonia;http://centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;Tallinn University;No;Narva mnt;10120;Tallinn;Estonia;http://centralbaltic.eu/projects;Centre for Landscape and Culture;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;Estonian University of Life Sciences;No;Kreutzwaldi;51014;Tartu;Estonia;http://centralbaltic.eu/projects;Department of Landscape Management and Nature Conservation, Institute of Agricultural and Environmental Sciences;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;Finnish Environment Institute;No;Mechelininkatu;260;Helsinki;Finland;http://centralbaltic.eu/projects;Natural Environment Centre;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;Lääne-Viru County Government;No;F. R. Kreutzwaldi;44314;Rakvere;Estonia;http://centralbaltic.eu/projects;Arengu- ja Planeeringuosakond;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE006  / Kesk-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;The Regional Council of Satakunta;No;Pohjoisranta;28101;Pori;Finland;http://centralbaltic.eu/projects;Regional land use planning;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI196  / Satakunta
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DefenceArch;Visit Åland;No;Storagatan;22100;Mariehamn;Finland;http://centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI2  / ÅLAND;FI20  / Åland;FI200  / Åland
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DefenceArch;Parks & Wildlife Finland, Coastal and Metropolitan Area;No;P.O. box;1301;Vantaa;Finland;http://centralbaltic.eu/projects;Parks & Wildlife Finland, Natural heritage services -  Southern Finland;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DefenceArch;The Åboland Archipelago Foundation;No;Korpoströmsvägen;21720;Korpoström;Finland;http://centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DefenceArch;The Stockholm Archipelago Foundation;No;P.O. box;10394;Stockholm;Sweden;http://centralbaltic.eu/projects;;public;SE Sweden / SVERIGE;SE1  / ÖSTRA SVERIGE;SE11  / Stockholm;SE110  / Stockholms län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FamilyPorts;Lickershamns Fishermen's Association;No;c/o Leif Dahlby, Haga Tvärgränd;621 50;Visby;Sweden;http://centralbaltic.eu/projects;-;private;SE Sweden / SVERIGE;SE2  / SÖDRA SVERIGE;SE21  / Småland med öarna;SE214  / Gotlands län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FamilyPorts;Municipality of Kimitoön;No;Vretavägen;25700;Kimito;Finland;http://centralbaltic.eu/projects;Department of development;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FamilyPorts;Region Gotland;No;Visborgsallén;621 81;Visby;Sweden;http://centralbaltic.eu/projects;Department of technical management, Port administration;public;SE Sweden / SVERIGE;SE2  / SÖDRA SVERIGE;SE21  / Småland med öarna;SE214  / Gotlands län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);OnBoard-Med;Åland University of Applied Sciences;No;Navigationsskolegränd;22111;Mariehamn;Finland;http://centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI2  / ÅLAND;FI20  / Åland;FI200  / Åland
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);OnBoard-Med;Rīga Stradiņš University;No;Dzirciema Street;LV-1007;Riga;Latvia;http://centralbaltic.eu/projects;Faculty of Public Health and Social Welfare;public;LV Latvia / LATVIJA;LV0  / LATVIJA;LV00  / Latvija;LV006  / Rīga
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);OnBoard-Med;Latvian Maritime Academy;No;Flotes;LV1016;Riga;Latvia;http://centralbaltic.eu/projects;Maritime Transport Department;public;LV Latvia / LATVIJA;LV0  / LATVIJA;LV00  / Latvija;LV006  / Rīga
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);OnBoard-Med;Estonian Nautical School;No;Kopli;11712;Tallinn;Estonia;http://centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;26;Česká zemědělská univerzita v Praze;No;Kamýcká;165 21;Praha 6-Suchdol;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ02  / Střední Čechy;CZ020  / Středočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;26;Správa Národního parku Šumava;No;1.máje;38501;Vimperk;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;26;Masarykova univerzita;No;Žerotínovo nám.;601 77;Brno;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ06  / Jihovýchod;CZ064  / Jihomoravský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;22;Karl-Peter-Obermaier-Mittelschule Bad Kötzting;No;Bgm.-Dullinger-Str.;93444;Bad Kötzting;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE235  / Cham
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;34;Ostbayerische Technische Hochschule Regensburg;No;Prüfeninger Straße;93049;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;80;Jihočeská univerzita v Českých Budějovicích;No;Branišovská;370 05;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;97;Universität Regensburg;No;Universitätsstraße;93053;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;51;Volkshochschule im Landkreis Cham e. V.;No;Pfarrer-Seidl-Str.;93413;Cham;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE235  / Cham
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;118;Universitätsklinik Regensburg;No;Franz-Josef-Strauß-Allee;93053;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;118;Biologické centrum AV ČR, v. v. i.;No;Branišovská;370 05;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;124;Mariánskolázeňsko;No;Tři Sekery;354 73;Tři Sekery;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ04  / Severozápad;CZ041  / Karlovarský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;124;Regierung von Oberfranken;No;Ludwigstraße;95444;Bayreuth;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE24  / Oberfranken;DE246  / Bayreuth, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;124;Město Cheb;No;náměstí Krále Jiřího z Poděbrad;350 20;Cheb;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ04  / Severozápad;CZ041  / Karlovarský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;43;Západočeská univerzita v Plzni;No;Univerzitní;30614;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;73;Stadt Regensburg;No;Haidplatz;93047;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;17;Euroregion Šumava – jihozápadní Čechy;No;Náměstí Míru;33901;Klatovy;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;92;Pfarrei Patrona Bavariae;No;Luisenburgstrasse;95700;Neusorg;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE23A  / Tirschenreuth
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;60;Technische Hochschule Deggendorf;No;Grafenauer Str.;94078;Freyung;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE225  / Freyung-Grafenau
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;60;Úhlava, o. p. s.;No;Plánická;339 01;Klatovy;Czech Republic;http://www.by-cz.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;45;Západočeská univerzita v Plzni;No;Riegrova;306 14;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;28;Technologické centrum Písek s.r.o.;No;Vladislavova;397 01;Písek;Czech Republic;http://www.by-cz.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;28;Jihočeská hospodářská komora;No;Husova;370 01;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;32;Obec Dlouhá Ves;No;Dlouhá Ves 155;342 01;Dlouhá Ves;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;32;ILE Nationalpark Gemeinden e.V.;No;Lusenstraße;94568;Sankt Oswald-Riedlhütte;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE225  / Freyung-Grafenau
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;32;Obec Modrava;No;Modrava 63;341 92;Modrava;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;35;Jihočeská společnost pro ochranu přírody a myslivost o.p.s.;No;Klostermannova;370 04;České Budějovice;Czech Republic;http://www.by-cz.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;103;Západočeská univerzita v Plzni;No;Univerzitní;306 14;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;66;Jugendbildungsstätte Waldmünchen der KAB & CAJ gGmbH;No;Schloßhof;93449;Waldmünchen;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE235  / Cham
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;38;Západočeská univerzita v Plzni (ZČU);No;Univerzitní;30614;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;123;Biologické centrum AV ČR, v. v. i.;No;Branišovská;370 05;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;33;Město Aš;No;Kamenná;CZ - 352 01;Aš;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ04  / Severozápad;CZ041  / Karlovarský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;88;Jihočeská centrála cestovního ruchu;No;U Zimního stadionu;37001;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
